YearWeekISO,FirstDose,FirstDoseRefused,SecondDose,UnknownDose,NumberDosesReceived,Region,Population,ReportingCountry,TargetGroup,Vaccine,Denominator
2021-W13,83,,0,0,,FI1D,5525292,FI,Age25_49,MOD,358462
2021-W13,2,,0,0,,FI1C,5525292,FI,Age25_49,AZ,334214
2021-W13,0,,0,0,,FI20,5525292,FI,Age25_49,AZ,9244
2021-W13,0,,0,0,,FI20,5525292,FI,Age25_49,MOD,9244
2021-W13,256,,0,0,,FI19,5525292,FI,Age25_49,MOD,414611
2021-W13,703,,113,0,,FI1C,5525292,FI,Age25_49,COM,334214
2021-W13,0,,0,0,,FI1B,5525292,FI,Age25_49,UNK,611552
2021-W13,0,,0,0,,FI1B,5525292,FI,Age25_49,JANSS,611552
2021-W13,571,,45,0,,FI19,5525292,FI,Age25_49,COM,414611
2021-W13,0,,0,0,,FI19,5525292,FI,Age25_49,JANSS,414611
2021-W13,3723,,334,0,,FI,5525292,FI,Age25_49,COM,1728083
2021-W13,292,,0,0,,FI19,5525292,FI,Age50_59,MOD,174886
2021-W13,308,,76,0,,FI1D,5525292,FI,Age50_59,COM,167867
2021-W13,0,,0,0,,FI1B,5525292,FI,Age50_59,UNK,221373
2021-W13,0,,0,0,,FI1D,5525292,FI,Age50_59,UNK,167867
2021-W13,0,,0,0,,FI1B,5525292,FI,Age50_59,JANSS,221373
2021-W13,1690,,25,0,,FI1B,5525292,FI,Age50_59,COM,221373
2021-W13,0,,0,0,,FI19,5525292,FI,Age50_59,UNK,174886
2021-W13,0,,0,0,,FI1C,5525292,FI,Age50_59,JANSS,156381
2021-W13,0,,0,0,,FI,5525292,FI,Age50_59,JANSS,724665
2021-W13,0,,0,0,,FI20,5525292,FI,Age50_59,JANSS,4158
2021-W13,4,,0,0,,FI1C,5525292,FI,Age50_59,AZ,156381
2021-W13,0,,0,0,,FI20,5525292,FI,Age50_59,AZ,4158
2021-W13,564,,1,0,,FI,5525292,FI,Age50_59,MOD,724665
2021-W13,3,,1,0,,FI1D,5525292,FI,Age50_59,AZ,167867
2021-W13,0,,0,0,,FI1D,5525292,FI,Age50_59,JANSS,167867
2021-W13,3025,,199,0,,FI,5525292,FI,Age50_59,COM,724665
2021-W13,505,,84,0,,FI1C,5525292,FI,Age50_59,COM,156381
2021-W13,159,,0,0,,FI1C,5525292,FI,Age50_59,MOD,156381
2021-W13,10,,0,0,,FI19,5525292,FI,Age50_59,AZ,174886
2021-W13,27,,0,0,,FI1B,5525292,FI,Age50_59,MOD,221373
2021-W13,0,,0,0,,FI20,5525292,FI,Age50_59,MOD,4158
2021-W13,27,,2,0,,FI,5525292,FI,Age50_59,AZ,724665
2021-W13,86,,1,0,,FI1D,5525292,FI,Age50_59,MOD,167867
2021-W13,0,,1,0,,FI20,5525292,FI,Age50_59,COM,4158
2021-W13,517,,13,0,,FI19,5525292,FI,Age50_59,COM,174886
2021-W13,0,,0,0,,FI19,5525292,FI,Age50_59,JANSS,174886
2021-W13,0,,0,0,,FI1C,5525292,FI,Age50_59,UNK,156381
2021-W13,0,,0,0,,FI20,5525292,FI,Age50_59,UNK,4158
2021-W13,0,,0,0,,FI,5525292,FI,Age50_59,UNK,724665
2021-W13,10,,1,0,,FI1B,5525292,FI,Age50_59,AZ,221373
2021-W13,0,,0,0,,FI19,5525292,FI,Age5_9,AZ,
2021-W13,0,,0,0,,FI,5525292,FI,Age5_9,MOD,
2021-W13,0,,0,0,,FI1D,5525292,FI,Age5_9,MOD,
2021-W13,0,,0,0,,FI1B,5525292,FI,Age5_9,UNK,
2021-W13,0,,0,0,,FI19,5525292,FI,Age5_9,JANSS,
2021-W13,0,,0,0,,FI1D,5525292,FI,Age5_9,UNK,
2021-W13,0,,0,0,,FI1D,5525292,FI,Age5_9,AZ,
2021-W13,0,,0,0,,FI1D,5525292,FI,Age5_9,COM,
2021-W13,0,,0,0,,FI1B,5525292,FI,Age5_9,AZ,
2021-W13,0,,0,0,,FI,5525292,FI,Age5_9,AZ,
2021-W13,0,,0,0,,FI,5525292,FI,Age5_9,COM,
2021-W13,0,,0,0,,FI19,5525292,FI,Age5_9,UNK,
2021-W13,0,,0,0,,FI1B,5525292,FI,Age5_9,COM,
2021-W13,0,,0,0,,FI1C,5525292,FI,Age5_9,AZ,
2021-W13,0,,0,0,,FI1B,5525292,FI,Age5_9,MOD,
2021-W13,0,,0,0,,FI,5525292,FI,Age5_9,UNK,
2021-W13,0,,0,0,,FI20,5525292,FI,Age5_9,JANSS,
2021-W13,0,,0,0,,FI19,5525292,FI,Age5_9,COM,
2021-W13,0,,0,0,,FI1C,5525292,FI,Age5_9,COM,
2021-W13,0,,0,0,,FI1B,5525292,FI,Age5_9,JANSS,
2021-W13,0,,0,0,,FI20,5525292,FI,Age5_9,AZ,
2021-W13,0,,0,0,,FI1C,5525292,FI,Age5_9,JANSS,
2021-W13,0,,0,0,,FI20,5525292,FI,Age5_9,MOD,
2021-W13,0,,0,0,,FI1C,5525292,FI,Age5_9,UNK,
2021-W13,0,,0,0,,FI20,5525292,FI,Age5_9,COM,
2021-W13,0,,0,0,,FI,5525292,FI,Age5_9,JANSS,
2021-W13,0,,0,0,,FI19,5525292,FI,Age5_9,MOD,
2021-W13,0,,0,0,,FI1C,5525292,FI,Age5_9,MOD,
2021-W13,0,,0,0,,FI1D,5525292,FI,Age5_9,JANSS,
2021-W13,0,,0,0,,FI20,5525292,FI,Age5_9,UNK,
2021-W13,9,,2,0,,FI20,5525292,FI,Age60_69,COM,3838
2021-W13,266,,0,0,,FI1C,5525292,FI,Age60_69,MOD,161879
2021-W13,0,,0,0,,FI20,5525292,FI,Age60_69,AZ,3838
2021-W13,1776,,13,0,,FI19,5525292,FI,Age60_69,COM,181300
2021-W13,995,,45,0,,FI1C,5525292,FI,Age60_69,COM,161879
2021-W13,1577,,2,0,,FI,5525292,FI,Age60_69,MOD,716579
2021-W13,0,,0,0,,FI1D,5525292,FI,Age60_69,UNK,187872
2021-W13,222,,2,0,,FI1B,5525292,FI,Age60_69,MOD,181690
2021-W13,0,,0,0,,FI1C,5525292,FI,Age60_69,JANSS,161879
2021-W13,7077,,136,0,,FI,5525292,FI,Age60_69,COM,716579
2021-W13,0,,0,0,,FI1B,5525292,FI,Age60_69,JANSS,181690
2021-W13,0,,0,0,,FI20,5525292,FI,Age60_69,MOD,3838
2021-W13,2949,,26,0,,FI1B,5525292,FI,Age60_69,COM,181690
2021-W13,8568,,13,0,,FI,5525292,FI,Age60_69,AZ,716579
2021-W13,0,,0,0,,FI,5525292,FI,Age60_69,JANSS,716579
2021-W13,294,,0,0,,FI1C,5525292,FI,Age60_69,AZ,161879
2021-W13,0,,0,0,,FI,5525292,FI,Age60_69,UNK,716579
2021-W13,1220,,5,0,,FI19,5525292,FI,Age60_69,AZ,181300
2021-W13,274,,0,0,,FI1D,5525292,FI,Age60_69,MOD,187872
2021-W13,0,,0,0,,FI20,5525292,FI,Age60_69,UNK,3838
2021-W13,0,,0,0,,FI20,5525292,FI,Age60_69,JANSS,3838
2021-W13,0,,0,0,,FI19,5525292,FI,Age60_69,UNK,181300
2021-W13,815,,0,0,,FI19,5525292,FI,Age60_69,MOD,181300
2021-W13,1347,,50,0,,FI1D,5525292,FI,Age60_69,COM,187872
2021-W13,0,,0,0,,FI1C,5525292,FI,Age60_69,UNK,161879
2021-W13,885,,1,0,,FI1D,5525292,FI,Age60_69,AZ,187872
2021-W13,0,,0,0,,FI1B,5525292,FI,Age60_69,UNK,181690
2021-W13,0,,0,0,,FI19,5525292,FI,Age60_69,JANSS,181300
2021-W13,0,,0,0,,FI1D,5525292,FI,Age60_69,JANSS,187872
2021-W13,6165,,7,0,,FI1B,5525292,FI,Age60_69,AZ,181690
2021-W13,22,,2,0,,FI20,5525292,FI,Age70_79,COM,3187
2021-W13,20712,,26,0,,FI1D,5525292,FI,Age70_79,COM,136699
2021-W13,0,,0,0,,FI1C,5525292,FI,Age70_79,JANSS,133383
2021-W13,0,,0,0,,FI1D,5525292,FI,Age70_79,UNK,136699
2021-W13,18991,,39,0,,FI1C,5525292,FI,Age70_79,COM,133383
2021-W13,3285,,0,0,,FI1C,5525292,FI,Age70_79,AZ,133383
2021-W13,3409,,0,0,,FI19,5525292,FI,Age70_79,AZ,146937
2021-W13,20454,,74,0,,FI1B,5525292,FI,Age70_79,COM,141702
2021-W13,12234,,13,0,,FI,5525292,FI,Age70_79,MOD,561908
2021-W13,8194,,0,0,,FI,5525292,FI,Age70_79,AZ,561908
2021-W13,0,,0,0,,FI20,5525292,FI,Age70_79,MOD,3187
2021-W13,2700,,4,0,,FI1C,5525292,FI,Age70_79,MOD,133383
2021-W13,0,,0,0,,FI19,5525292,FI,Age70_79,JANSS,146937
2021-W13,0,,0,0,,FI20,5525292,FI,Age70_79,JANSS,3187
2021-W13,0,,0,0,,FI,5525292,FI,Age70_79,JANSS,561908
2021-W13,0,,0,0,,FI1B,5525292,FI,Age70_79,JANSS,141702
2021-W13,0,,0,0,,FI1B,5525292,FI,Age70_79,UNK,141702
2021-W13,2255,,1,0,,FI1D,5525292,FI,Age70_79,MOD,136699
2021-W13,0,,0,0,,FI20,5525292,FI,Age70_79,AZ,3187
2021-W13,0,,0,0,,FI19,5525292,FI,Age70_79,UNK,146937
2021-W13,3178,,6,0,,FI1B,5525292,FI,Age70_79,MOD,141702
2021-W13,0,,0,0,,FI1D,5525292,FI,Age70_79,JANSS,136699
2021-W13,0,,0,0,,FI,5525292,FI,Age70_79,UNK,561908
2021-W13,80768,,165,0,,FI,5525292,FI,Age70_79,COM,561908
2021-W13,0,,0,0,,FI20,5525292,FI,Age70_79,UNK,3187
2021-W13,22,,0,0,,FI1B,5525292,FI,Age70_79,AZ,141702
2021-W13,20554,,24,0,,FI19,5525292,FI,Age70_79,COM,146937
2021-W13,1475,,0,0,,FI1D,5525292,FI,Age70_79,AZ,136699
2021-W13,4096,,2,0,,FI19,5525292,FI,Age70_79,MOD,146937
2021-W13,0,,0,0,,FI1C,5525292,FI,Age70_79,UNK,133383
2021-W13,323,,3,0,,FI1B,5525292,FI,Age80+,MOD,69094
2021-W13,0,,0,0,,FI20,5525292,FI,Age80+,AZ,1654
2021-W13,0,,0,0,,FI19,5525292,FI,Age80+,JANSS,86152
2021-W13,0,,0,0,,FI1B,5525292,FI,Age80+,UNK,69094
2021-W13,0,,0,0,,FI1C,5525292,FI,Age80+,JANSS,75299
2021-W13,951,,43,0,,FI19,5525292,FI,Age80+,COM,86152
2021-W13,644,,170,0,,FI1B,5525292,FI,Age80+,COM,69094
2021-W13,736,,108,0,,FI1C,5525292,FI,Age80+,COM,75299
2021-W13,430,,0,0,,FI19,5525292,FI,Age80+,MOD,86152
2021-W13,0,,0,0,,FI1C,5525292,FI,Age80+,UNK,75299
2021-W13,0,,0,0,,FI1D,5525292,FI,Age80+,UNK,80207
2021-W13,0,,0,0,,FI1B,5525292,FI,Age80+,JANSS,69094
2021-W13,259,,0,0,,FI1D,5525292,FI,Age80+,AZ,80207
2021-W13,0,,0,0,,FI,5525292,FI,Age80+,UNK,312406
2021-W13,3099,,391,0,,FI,5525292,FI,Age80+,COM,312406
2021-W13,0,,0,0,,FI20,5525292,FI,Age80+,UNK,1654
2021-W13,4,,0,0,,FI1B,5525292,FI,Age80+,AZ,69094
2021-W13,473,,0,0,,FI,5525292,FI,Age80+,AZ,312406
2021-W13,0,,0,0,,FI20,5525292,FI,Age80+,JANSS,1654
2021-W13,398,,1,0,,FI1C,5525292,FI,Age80+,MOD,75299
2021-W13,484,,6,0,,FI1D,5525292,FI,Age80+,MOD,80207
2021-W13,0,,0,0,,FI,5525292,FI,Age80+,JANSS,312406
2021-W13,4,,1,0,,FI20,5525292,FI,Age80+,COM,1654
2021-W13,0,,0,0,,FI20,5525292,FI,Age80+,MOD,1654
2021-W13,0,,0,0,,FI1D,5525292,FI,Age80+,JANSS,80207
2021-W13,1635,,10,0,,FI,5525292,FI,Age80+,MOD,312406
2021-W13,130,,0,0,,FI19,5525292,FI,Age80+,AZ,86152
2021-W13,80,,0,0,,FI1C,5525292,FI,Age80+,AZ,75299
2021-W13,0,,0,0,,FI19,5525292,FI,Age80+,UNK,86152
2021-W13,762,,69,0,,FI1D,5525292,FI,Age80+,COM,80207
2021-W13,0,,0,0,,FI20,5525292,FI,Age<18,MOD,
2021-W13,84,,4,0,,FI,5525292,FI,Age<18,COM,
2021-W13,0,,0,0,,FI1C,5525292,FI,Age<18,AZ,
2021-W13,0,,0,0,,FI1D,5525292,FI,Age<18,MOD,
2021-W13,0,,0,0,,FI,5525292,FI,Age<18,JANSS,
2021-W13,0,,0,0,,FI,5525292,FI,Age<18,UNK,
2021-W13,0,,0,0,,FI20,5525292,FI,Age<18,AZ,
2021-W13,0,,0,0,,FI1C,5525292,FI,Age<18,UNK,
2021-W13,7,,4,0,,FI1D,5525292,FI,Age<18,COM,
2021-W13,8,,0,0,,FI19,5525292,FI,Age<18,COM,
2021-W13,0,,0,0,,FI20,5525292,FI,Age<18,COM,
2021-W13,0,,0,0,,FI19,5525292,FI,Age<18,JANSS,
2021-W13,9,,0,0,,FI1C,5525292,FI,Age<18,COM,
2021-W13,0,,0,0,,FI1B,5525292,FI,Age<18,MOD,
2021-W13,0,,0,0,,FI1D,5525292,FI,Age<18,AZ,
2021-W13,0,,0,0,,FI1B,5525292,FI,Age<18,AZ,
2021-W13,2,,0,0,,FI19,5525292,FI,Age<18,MOD,
2021-W13,0,,0,0,,FI19,5525292,FI,Age<18,AZ,
2021-W13,0,,0,0,,FI1C,5525292,FI,Age<18,JANSS,
2021-W13,0,,0,0,,FI20,5525292,FI,Age<18,UNK,
2021-W13,0,,0,0,,FI1B,5525292,FI,Age<18,UNK,
2021-W13,4,,0,0,,FI,5525292,FI,Age<18,MOD,
2021-W13,0,,0,0,,FI1B,5525292,FI,Age<18,JANSS,
2021-W13,60,,0,0,,FI1B,5525292,FI,Age<18,COM,
2021-W13,0,,0,0,,FI20,5525292,FI,Age<18,JANSS,
2021-W13,2,,0,0,,FI1C,5525292,FI,Age<18,MOD,
2021-W13,0,,0,0,,FI1D,5525292,FI,Age<18,JANSS,
2021-W13,0,,0,0,,FI19,5525292,FI,Age<18,UNK,
2021-W13,0,,0,0,,FI1D,5525292,FI,Age<18,UNK,
2021-W13,0,,0,0,,FI,5525292,FI,Age<18,AZ,
2021-W13,0,,0,0,,FI1D,5525292,FI,AgeUNK,MOD,
2021-W13,0,,0,0,,FI19,5525292,FI,AgeUNK,MOD,
2021-W13,0,,0,0,,FI20,5525292,FI,AgeUNK,AZ,
2021-W13,0,,0,0,,FI1C,5525292,FI,AgeUNK,UNK,
2021-W13,0,,0,0,,FI1C,5525292,FI,AgeUNK,JANSS,
2021-W13,0,,0,0,,FI1B,5525292,FI,AgeUNK,COM,
2021-W13,0,,0,0,,FI1B,5525292,FI,AgeUNK,AZ,
2021-W13,0,,0,0,,FI19,5525292,FI,AgeUNK,AZ,
2021-W13,0,,0,0,,FI19,5525292,FI,AgeUNK,UNK,
2021-W13,0,,0,0,,FI1B,5525292,FI,AgeUNK,UNK,
2021-W13,0,,0,0,,FI20,5525292,FI,AgeUNK,COM,
2021-W13,0,,0,0,,FI1B,5525292,FI,AgeUNK,JANSS,
2021-W13,0,,0,0,,FI1D,5525292,FI,AgeUNK,JANSS,
2021-W13,0,,0,0,,FI1C,5525292,FI,AgeUNK,AZ,
2021-W13,0,,0,0,,FI,5525292,FI,AgeUNK,JANSS,
2021-W13,0,,0,0,,FI1D,5525292,FI,AgeUNK,UNK,
2021-W13,0,,0,0,,FI1D,5525292,FI,AgeUNK,AZ,
2021-W13,0,,0,0,,FI1B,5525292,FI,AgeUNK,MOD,
2021-W13,0,,0,0,,FI,5525292,FI,AgeUNK,AZ,
2021-W13,0,,0,0,,FI,5525292,FI,AgeUNK,MOD,
2021-W13,0,,0,0,,FI1D,5525292,FI,AgeUNK,COM,
2021-W13,0,,0,0,,FI19,5525292,FI,AgeUNK,JANSS,
2021-W13,0,,0,0,,FI19,5525292,FI,AgeUNK,COM,
2021-W13,0,,0,0,,FI1C,5525292,FI,AgeUNK,MOD,
2021-W13,0,,0,0,,FI1C,5525292,FI,AgeUNK,COM,
2021-W13,0,,0,0,,FI,5525292,FI,AgeUNK,COM,
2021-W13,0,,0,0,,FI20,5525292,FI,AgeUNK,JANSS,
2021-W13,0,,0,0,,FI20,5525292,FI,AgeUNK,MOD,
2021-W13,0,,0,0,,FI,5525292,FI,AgeUNK,UNK,
2021-W13,0,,0,0,,FI20,5525292,FI,AgeUNK,UNK,
2021-W14,114284,,6424,0,149760,FI,5525292,FI,ALL,COM,4476235
2021-W14,0,,0,0,,FI1C,5525292,FI,ALL,JANSS,947446
2021-W14,1433,,9,0,,FI1C,5525292,FI,ALL,MOD,947446
2021-W14,23562,,2597,0,,FI1D,5525292,FI,ALL,COM,1030639
2021-W14,0,,0,0,,FI1D,5525292,FI,ALL,JANSS,1030639
2021-W14,25304,,1837,0,,FI1C,5525292,FI,ALL,COM,947446
2021-W14,0,,0,0,,FI,5525292,FI,ALL,UNK,4476235
2021-W14,0,,0,0,,FI1D,5525292,FI,ALL,UNK,1030639
2021-W14,0,,0,0,,FI1B,5525292,FI,ALL,UNK,1358542
2021-W14,0,,0,0,,FI20,5525292,FI,ALL,MOD,23974
2021-W14,564,,0,0,,FI20,5525292,FI,ALL,AZ,23974
2021-W14,34328,,953,0,,FI1B,5525292,FI,ALL,COM,1358542
2021-W14,11953,,26,0,,FI,5525292,FI,ALL,MOD,4476235
2021-W14,31000,,1025,0,,FI19,5525292,FI,ALL,COM,1115634
2021-W14,0,,0,0,,FI1C,5525292,FI,ALL,UNK,947446
2021-W14,3848,,2,0,,FI19,5525292,FI,ALL,MOD,1115634
2021-W14,0,,0,0,,FI,5525292,FI,ALL,JANSS,4476235
2021-W14,0,,0,0,,FI20,5525292,FI,ALL,JANSS,23974
2021-W14,17449,,22,0,,FI1B,5525292,FI,ALL,AZ,1358542
2021-W14,4547,,6,0,,FI1B,5525292,FI,ALL,MOD,1358542
2021-W14,40834,,35,0,,FI,5525292,FI,ALL,AZ,4476235
2021-W14,9410,,3,0,,FI1D,5525292,FI,ALL,AZ,1030639
2021-W14,0,,0,0,,FI20,5525292,FI,ALL,UNK,23974
2021-W14,0,,0,0,,FI19,5525292,FI,ALL,UNK,1115634
2021-W14,0,,0,0,,FI19,5525292,FI,ALL,JANSS,1115634
2021-W14,7369,,3,0,,FI19,5525292,FI,ALL,AZ,1115634
2021-W14,5,,6,0,,FI20,5525292,FI,ALL,COM,23974
2021-W14,6018,,7,0,,FI1C,5525292,FI,ALL,AZ,947446
2021-W14,2120,,9,0,,FI1D,5525292,FI,ALL,MOD,1030639
2021-W14,0,,0,0,,FI1B,5525292,FI,ALL,JANSS,1358542
2021-W14,0,,0,0,,FI1B,5525292,FI,Age0_4,JANSS,
2021-W14,0,,0,0,,FI1B,5525292,FI,Age0_4,UNK,
2021-W14,0,,0,0,,FI,5525292,FI,Age0_4,COM,
2021-W14,0,,0,0,,FI1D,5525292,FI,Age0_4,MOD,
2021-W14,0,,0,0,,FI20,5525292,FI,Age0_4,MOD,
2021-W14,0,,0,0,,FI20,5525292,FI,Age0_4,JANSS,
2021-W14,0,,0,0,,FI1D,5525292,FI,Age0_4,JANSS,
2021-W14,0,,0,0,,FI1C,5525292,FI,Age0_4,MOD,
2021-W14,0,,0,0,,FI1D,5525292,FI,Age0_4,COM,
2021-W14,0,,0,0,,FI19,5525292,FI,Age0_4,COM,
2021-W14,0,,0,0,,FI19,5525292,FI,Age0_4,MOD,
2021-W14,0,,0,0,,FI,5525292,FI,Age0_4,MOD,
2021-W14,0,,0,0,,FI,5525292,FI,Age0_4,UNK,
2021-W14,0,,0,0,,FI,5525292,FI,Age0_4,AZ,
2021-W14,0,,0,0,,FI1B,5525292,FI,Age0_4,COM,
2021-W14,0,,0,0,,FI,5525292,FI,Age0_4,JANSS,
2021-W14,0,,0,0,,FI19,5525292,FI,Age0_4,UNK,
2021-W14,0,,0,0,,FI1C,5525292,FI,Age0_4,AZ,
2021-W14,0,,0,0,,FI1D,5525292,FI,Age0_4,UNK,
2021-W14,0,,0,0,,FI1C,5525292,FI,Age0_4,JANSS,
2021-W14,0,,0,0,,FI1C,5525292,FI,Age0_4,COM,
2021-W14,0,,0,0,,FI1B,5525292,FI,Age0_4,AZ,
2021-W14,0,,0,0,,FI20,5525292,FI,Age0_4,UNK,
2021-W14,0,,0,0,,FI1C,5525292,FI,Age0_4,UNK,
2021-W14,0,,0,0,,FI20,5525292,FI,Age0_4,COM,
2021-W14,0,,0,0,,FI19,5525292,FI,Age0_4,JANSS,
2021-W14,0,,0,0,,FI20,5525292,FI,Age0_4,AZ,
2021-W14,0,,0,0,,FI19,5525292,FI,Age0_4,AZ,
2021-W14,0,,0,0,,FI1B,5525292,FI,Age0_4,MOD,
2021-W14,0,,0,0,,FI1D,5525292,FI,Age0_4,AZ,
2021-W14,0,,0,0,,FI,5525292,FI,Age10_14,UNK,
2021-W14,0,,0,0,,FI,5525292,FI,Age10_14,JANSS,
2021-W14,0,,0,0,,FI20,5525292,FI,Age10_14,JANSS,
2021-W14,0,,0,0,,FI19,5525292,FI,Age10_14,AZ,
2021-W14,0,,0,0,,FI19,5525292,FI,Age10_14,COM,
2021-W14,0,,0,0,,FI1B,5525292,FI,Age10_14,AZ,
2021-W14,0,,0,0,,FI1D,5525292,FI,Age10_14,COM,
2021-W14,0,,0,0,,FI1D,5525292,FI,Age10_14,MOD,
2021-W14,0,,0,0,,FI19,5525292,FI,Age10_14,JANSS,
2021-W14,0,,0,0,,FI20,5525292,FI,Age10_14,COM,
2021-W14,0,,0,0,,FI19,5525292,FI,Age10_14,MOD,
2021-W14,0,,0,0,,FI20,5525292,FI,Age10_14,UNK,
2021-W14,0,,0,0,,FI20,5525292,FI,Age10_14,AZ,
2021-W14,0,,0,0,,FI1D,5525292,FI,Age10_14,UNK,
2021-W14,0,,0,0,,FI1D,5525292,FI,Age10_14,JANSS,
2021-W14,0,,0,0,,FI1C,5525292,FI,Age10_14,MOD,
2021-W14,0,,0,0,,FI1B,5525292,FI,Age10_14,MOD,
2021-W14,0,,0,0,,FI1C,5525292,FI,Age10_14,UNK,
2021-W14,0,,0,0,,FI19,5525292,FI,Age10_14,UNK,
2021-W14,0,,0,0,,FI,5525292,FI,Age10_14,COM,
2021-W14,0,,0,0,,FI1B,5525292,FI,Age10_14,UNK,
2021-W14,0,,0,0,,FI1B,5525292,FI,Age10_14,COM,
2021-W14,0,,0,0,,FI1C,5525292,FI,Age10_14,JANSS,
2021-W14,0,,0,0,,FI1D,5525292,FI,Age10_14,AZ,
2021-W14,0,,0,0,,FI,5525292,FI,Age10_14,MOD,
2021-W14,0,,0,0,,FI20,5525292,FI,Age10_14,MOD,
2021-W14,0,,0,0,,FI1C,5525292,FI,Age10_14,COM,
2021-W14,0,,0,0,,FI,5525292,FI,Age10_14,AZ,
2021-W14,0,,0,0,,FI1B,5525292,FI,Age10_14,JANSS,
2021-W14,0,,0,0,,FI1C,5525292,FI,Age10_14,AZ,
2021-W14,19,,6,0,,FI1C,5525292,FI,Age15_17,COM,
2021-W14,0,,0,0,,FI1D,5525292,FI,Age15_17,JANSS,
2021-W14,1,,0,0,,FI1B,5525292,FI,Age15_17,AZ,
2021-W14,0,,0,0,,FI1B,5525292,FI,Age15_17,MOD,
2021-W14,0,,0,0,,FI1C,5525292,FI,Age15_17,UNK,
2021-W14,0,,0,0,,FI20,5525292,FI,Age15_17,AZ,
2021-W14,0,,0,0,,FI19,5525292,FI,Age15_17,MOD,
2021-W14,0,,0,0,,FI1D,5525292,FI,Age15_17,MOD,
2021-W14,0,,0,0,,FI20,5525292,FI,Age15_17,MOD,
2021-W14,0,,0,0,,FI19,5525292,FI,Age15_17,UNK,
2021-W14,0,,0,0,,FI19,5525292,FI,Age15_17,JANSS,
2021-W14,29,,0,0,,FI19,5525292,FI,Age15_17,COM,
2021-W14,0,,0,0,,FI1B,5525292,FI,Age15_17,UNK,
2021-W14,136,,9,0,,FI,5525292,FI,Age15_17,COM,
2021-W14,0,,0,0,,FI,5525292,FI,Age15_17,JANSS,
2021-W14,1,,0,0,,FI,5525292,FI,Age15_17,AZ,
2021-W14,0,,0,0,,FI19,5525292,FI,Age15_17,AZ,
2021-W14,11,,1,0,,FI1D,5525292,FI,Age15_17,COM,
2021-W14,0,,0,0,,FI,5525292,FI,Age15_17,UNK,
2021-W14,0,,0,0,,FI1C,5525292,FI,Age15_17,JANSS,
2021-W14,0,,0,0,,FI1C,5525292,FI,Age15_17,AZ,
2021-W14,0,,0,0,,FI20,5525292,FI,Age15_17,JANSS,
2021-W14,0,,0,0,,FI1D,5525292,FI,Age15_17,AZ,
2021-W14,0,,0,0,,FI1D,5525292,FI,Age15_17,UNK,
2021-W14,0,,0,0,,FI,5525292,FI,Age15_17,MOD,
2021-W14,0,,0,0,,FI20,5525292,FI,Age15_17,UNK,
2021-W14,0,,0,0,,FI20,5525292,FI,Age15_17,COM,
2021-W14,77,,2,0,,FI1B,5525292,FI,Age15_17,COM,
2021-W14,0,,0,0,,FI1B,5525292,FI,Age15_17,JANSS,
2021-W14,0,,0,0,,FI1C,5525292,FI,Age15_17,MOD,
2021-W14,0,,0,0,,FI19,5525292,FI,Age18_24,AZ,111748
2021-W14,0,,0,0,,FI1D,5525292,FI,Age18_24,JANSS,99532
2021-W14,0,,0,0,,FI20,5525292,FI,Age18_24,COM,1893
2021-W14,304,,54,0,,FI1C,5525292,FI,Age18_24,COM,86290
2021-W14,0,,0,0,,FI1D,5525292,FI,Age18_24,UNK,99532
2021-W14,0,,0,0,,FI19,5525292,FI,Age18_24,UNK,111748
2021-W14,0,,0,0,,FI1C,5525292,FI,Age18_24,UNK,86290
2021-W14,0,,0,0,,FI1C,5525292,FI,Age18_24,JANSS,86290
2021-W14,0,,0,0,,FI20,5525292,FI,Age18_24,AZ,1893
2021-W14,104,,2,0,,FI,5525292,FI,Age18_24,MOD,432594
2021-W14,0,,0,0,,FI20,5525292,FI,Age18_24,JANSS,1893
2021-W14,0,,0,0,,FI1B,5525292,FI,Age18_24,UNK,133131
2021-W14,1,,0,0,,FI1B,5525292,FI,Age18_24,AZ,133131
2021-W14,194,,38,0,,FI19,5525292,FI,Age18_24,COM,111748
2021-W14,12,,0,0,,FI19,5525292,FI,Age18_24,MOD,111748
2021-W14,117,,91,0,,FI1D,5525292,FI,Age18_24,COM,99532
2021-W14,1,,0,0,,FI,5525292,FI,Age18_24,AZ,432594
2021-W14,1554,,218,0,,FI,5525292,FI,Age18_24,COM,432594
2021-W14,0,,0,0,,FI1C,5525292,FI,Age18_24,AZ,86290
2021-W14,0,,0,0,,FI20,5525292,FI,Age18_24,UNK,1893
2021-W14,0,,0,0,,FI20,5525292,FI,Age18_24,MOD,1893
2021-W14,14,,1,0,,FI1B,5525292,FI,Age18_24,MOD,133131
2021-W14,0,,0,0,,FI1B,5525292,FI,Age18_24,JANSS,133131
2021-W14,4,,0,0,,FI1D,5525292,FI,Age18_24,MOD,99532
2021-W14,0,,0,0,,FI,5525292,FI,Age18_24,UNK,432594
2021-W14,0,,0,0,,FI,5525292,FI,Age18_24,JANSS,432594
2021-W14,0,,0,0,,FI1D,5525292,FI,Age18_24,AZ,99532
2021-W14,0,,0,0,,FI19,5525292,FI,Age18_24,JANSS,111748
2021-W14,74,,1,0,,FI1C,5525292,FI,Age18_24,MOD,86290
2021-W14,931,,35,0,,FI1B,5525292,FI,Age18_24,COM,133131
2021-W14,0,,0,0,,FI1C,5525292,FI,Age25_49,UNK,334214
2021-W14,0,,0,0,,FI19,5525292,FI,Age25_49,UNK,414611
